peptide_sequence_id	uniprot_id
29638	Q9Y6Y9
8728	P24387
9090	Q99814
43254	O75369
48921	P24752
19770	Q9HD67
55733	Q96KP4
55596	P13797
36349	Q99536
48487	A0A0B4J1X5
32987	P52790
61273	P08263
20191	Q5SRE5
29657	P35789
24403	A7E2V4
19051	P14625
39713	P51572
2707	Q95604
41848	P04222
55967	P01011
4770	P28067
40316	Q6PIF6
53457	Q71DI3
42511	P69905
40164	O60341
18749	P68032
38442	P32926
52468	P20339
5315	P07203
26752	Q69YQ0
58484	P06576
53660	Q9BYX7
49123	Q53GQ0
49556	O43556
38289	Q8WYL5
48541	P04222
47714	O43520
37831	Q6PD62
44573	O43193
53699	O75976
61250	P20062
5738	Q16236
42316	P26599
3365	Q96B67
42318	Q14134
35446	O75179
7117	Q8NBP0
55439	P13765
24932	Q14156
7584	P42285
52996	P12111
63634	Q31612
11585	P43405
59409	P60709
57538	P01019
59919	Q13423
14756	Q9P0J1
34750	Q9Y4L1
59390	P01023
51378	Q14393
26216	Q6ULP2
17257	Q13748
36071	P46100
5011	Q9P016
3721	Q69YN4
13059	Q9HC58
55253	P43034
47731	Q13588
10398	O00267
57777	Q9H2W1
16778	P02675
56871	P30505
22508	O75665
18689	Q9P2G9
34653	Q07864
7545	P30443
27358	P46939
59602	P22314
33948	Q15436
31338	Q8NEZ4
37817	Q8IVL0
39009	P30475
40593	P08238
57402	O00203
46019	Q16342
34826	P02675
415	P60709
51297	P36957
32706	P34059
27012	Q8IWA5
7432	Q96SU4
24338	O75323
32266	O75146
37393	Q2NKJ3
30954	O00232
35955	P40261
23809	Q9UKL3
29877	P35222
27977	A8K855
50342	O43707
11938	Q92625
18773	Q15326
15150	O75309
38880	Q16352
16648	P17735
43570	Q2M1Z3
18425	Q9UQL6
56817	Q9Y376
2163	O15027
36719	Q96II8
33598	Q9Y6N5
52383	P00966
21756	Q96QB1
12708	Q13241
63371	Q29960
22411	Q9UMS4
55204	P28161
43859	P16066
44716	Q9UDY2
24075	O75367
57363	Q6ZUJ8
36472	Q8IWL1
45867	P61956
48729	Q9UHI7
8544	Q15019
41216	Q8IZL8
38509	P12883
2565	Q8WUM4
28206	P62826
9272	Q9UIJ7
60573	Q15582
37932	Q00839
19863	Q06481
62699	P30447
44471	Q9H3P7
24276	O75367
4159	Q15435
54532	Q9NX76
32900	Q86XH1
52033	P20618
17597	P15085
18868	P42566
53578	P08861
25349	Q31610
3699	Q9BX40
7528	Q13535
48707	O43567
38449	Q16378
28459	Q2NKJ3
38759	Q99627
14548	Q5SSJ5
4736	P18074
11820	Q09666
63091	P63261
45525	Q29960
26757	Q96LC7
42616	P68363
60808	P18464
4095	P02671
64096	Q9NY65
63280	Q13228
62759	P63092
51183	Q6S8J3
28323	P30153
28521	Q9UN36
8555	Q99996
2195	Q8IVD9
1480	P30486
38974	Q8TEL6
16362	P59044
22719	P08758
13324	Q6AI12
8153	P08603
37488	Q7RTY1
33326	Q9UKM9
385	Q92900
41224	Q9UK73
29713	O75592
58668	Q9H756
64140	Q15661
39153	Q15019
33110	Q08AM6
46193	O60229
58459	P09467
36289	Q6ZNR0
63358	P06681
22103	P18858
60808	P30504
17202	P04350
31211	P22894
2926	A0AV96
54344	O00560
43668	P52566
29657	Q0VGE8
1137	P63267
34696	Q13885
60529	P19652
12219	P63104
29657	O43309
5918	P15924
39198	Q99541
35345	Q9NZI7
8135	P24158
55793	P22897
49565	P24539
52980	P01130
40515	Q16828
61273	P09210
22449	Q9NRJ3
49934	Q7L7L0
30485	Q9NQV8
25283	O75953
36004	P22897
3966	P26368
26789	P27816
49192	Q99714
32129	P13746
21954	Q8NDX1
46090	P20073
8447	O43390
22433	Q8TED0
14707	P60510
24258	Q9Y4U1
47010	Q9H0U3
20566	Q16661
48425	P01767
14984	Q8WYA0
6333	Q9NR63
48151	Q9BYB0
11377	Q9NR09
41215	P18621
46732	Q9P215
28793	P01009
14453	Q9Y236
17045	Q9UKJ1
38352	Q00577
57371	P30455
63350	O00214
18240	P17948
1480	P30490
35428	Q6ZN28
50811	P05556
23690	P23528
18334	P28702
10705	Q9Y4E1
63371	P13746
34110	P49336
46917	Q5F1R6
7096	O60749
31369	Q5W0V3
23110	Q6ZNJ1
57863	Q86TG7
57455	Q02763
31406	Q9NUV7
36867	P08238
44273	P07327
48738	P47897
24116	P13598
38864	Q9NUJ3
63589	P23528
40068	Q92616
60793	P48723
49946	P13797
60825	Q92673
8983	P69891
13569	Q9H3Q1
27186	P29350
44762	P10319
21964	P0DOX6
64155	P15289
7122	Q6NW40
42736	A0A075B6I0
1508	Q86WI0
45934	Q9UQ16
12983	P98160
13063	Q8NE00
9487	Q969R8
46503	Q14240
9825	P10319
61853	O14579
40476	Q03923
1210	A5PLL7
7686	P34931
38636	Q99436
31704	P36957
2231	Q63ZY3
47260	Q5VWP2
62078	L0R6Q1
3387	O43815
61362	Q6PCB0
9961	P12111
39882	P16402
18438	P35606
8944	Q9UGL1
8508	Q147U1
57788	P09871
13964	Q8WYP5
6867	Q12891
50600	Q15526
8508	Q96PQ6
44459	O00148
34403	Q92905
11125	Q13609
12636	P48736
62371	P05062
57003	P0DOX5
13792	Q8N490
45240	Q96CP6
32427	P26010
24493	Q03001
48248	P10909
53076	Q96RW7
12773	Q6ZMZ3
44003	O75116
61704	P25311
30714	P51843
62366	P30479
26834	Q13242
12398	Q63HN8
27613	Q5K651
48673	Q31610
55514	Q8TAB3
44507	P01892
9965	P16885
60216	P35580
4007	O43399
30110	Q13509
25539	P45954
24423	Q13201
63460	Q15836
53159	P24539
16704	P30466
35916	P02768
30662	Q96S52
35701	Q13509
7051	Q00013
16546	O75955
48998	P01624
24405	Q9UQ88
63470	P30488
36611	O15393
3845	P04350
2402	Q99518
43363	P17050
48682	P01782
42184	P20929
8314	P30481
9711	O15213
41073	Q8WZ42
32121	P62081
29842	P09958
34271	P07585
21470	Q9P0K8
3452	P30495
18724	P0CG39
8709	O95219
18399	Q9NX46
62741	Q8TDY2
23598	Q99729
7097	Q13242
31931	P05186
55287	Q06830
18769	P00451
4063	P16144
56836	P11137
61710	O00764
39605	P41229
22788	Q9UM82
6465	Q8WZ42
47077	Q99570
15664	P62807
34381	Q9NPD8
6088	Q96Q06
27774	Q8N145
45216	Q8NCG7
743	O43251
46464	Q9Y2I7
3717	Q99471
11046	Q06546
37133	P14543
58606	P30740
11375	O43813
41532	Q6PDB4
14717	P62258
23178	Q9UHJ3
14005	P62917
445	P03989
584	P55795
39221	Q95365
39085	Q8N6H7
31941	P12111
24076	A0A0A0MS15
21565	Q8WXH0
27448	Q8TDL5
23120	Q5T5C0
44934	P32780
55859	O75821
4158	Q13075
4598	Q10567
51304	P28906
59156	Q15582
41456	Q9BUN8
42699	P30461
13109	Q9NZJ7
18848	O75840
3489	P0DMV8
8811	P17927
58408	P23470
50900	Q95365
49069	P35241
42656	P62736
7482	Q9ULG1
59546	Q9Y5E7
52167	O15127
51346	Q07954
36028	O75747
46869	P60709
21834	Q9BZZ5
22851	Q8WZ42
25421	O60218
4733	Q01130
11568	Q9H3S7
5838	P62807
20687	Q9Y6J0
15598	Q96N87
47038	P46939
11743	Q06520
34859	O94911
15947	Q92547
48856	Q95365
44803	P35749
16799	Q96KF7
36065	Q8IVT2
18961	P13639
54483	O75822
33047	P23528
27527	Q6ZMD2
56460	Q15762
30887	Q8TCY9
58936	P18084
57567	P54652
31342	Q6UX06
42347	Q9Y6Q9
62143	P19971
37317	Q9BQG0
32127	O15217
37859	Q9Y4H2
31112	P22003
48949	Q16695
17642	P17066
44507	P10316
62699	P18462
21849	Q9H8V3
10101	P20020
20509	Q6DN14
12486	Q8N1F7
48665	P30443
35498	Q15477
41514	Q6ZMT4
49291	P14543
58003	P17948
13300	P04075
38420	P26368
21931	Q9UQB8
49481	O43707
11114	O75909
11425	Q8IZF2
37463	P15104
39742	P06899
61686	P51570
5799	P30279
15771	Q9NX61
32516	Q86VN1
46544	Q9H0X9
26457	Q9NTJ3
22922	Q13835
19339	P06241
38876	Q8WYA0
43095	P53680
54179	P51884
59876	Q9NR97
15470	Q6AW86
20978	P25705
4881	O15523
59678	P07477
28307	Q9NUP9
43743	P52948
56114	P04196
46141	Q9NR48
35753	Q9BXP5
46921	Q00341
58645	P68032
13694	P22897
10549	Q6ZNA4
10	P30493
51020	P02768
22177	Q86XL3
11468	O60583
42732	B2RTY4
39221	P30504
596	Q8TBC4
16295	P24941
46740	P11766
35829	Q9H2B4
52499	P09210
53634	Q06033
57916	Q8NB91
48494	Q8WTV0
31573	Q99878
41832	P35227
24027	Q92736
56171	Q9BTM1
2519	Q9UNM6
8329	Q92959
44967	P18084
63383	P07339
33441	P08048
44799	P63267
6086	A2AJT9
60910	Q01082
8147	Q96K12
54799	P15169
22531	P08133
64026	O00602
10072	P50416
52692	P09104
41686	Q8WVF1
17896	Q9Y2J2
20556	Q96AB3
45483	P33151
41267	Q99541
7771	O95071
53627	P62807
25250	P14618
30977	Q13506
31805	Q69YH5
55518	Q53RT3
36202	Q9Y217
59041	P51659
7957	Q9UBE8
61377	Q5JWF2
12601	P08631
6588	Q9BSG1
33650	Q14573
43219	P21281
41798	P60709
58089	P02741
11604	P05556
49247	O60664
8325	P42858
31365	P68133
30211	P16473
41586	Q6P1M9
51260	P04433
12369	P55010
55477	Q96A49
20999	Q86XP3
39395	Q9H6S3
31411	P24821
38232	P38606
7449	P19823
37082	Q29718
36963	P51608
9309	Q5JPE7
56376	P83110
15932	Q9H190
14217	Q7L5N1
55186	A0A0C4DH25
31005	P11532
21697	Q9NVU7
28025	Q96PK6
32405	Q9NQV8
273	Q01484
34979	P62736
32605	Q13615
17858	Q14204
23977	Q8N7R7
3048	Q9NVM4
32282	Q9Y4R8
11139	P61313
30842	Q9HCS7
42832	P17540
8869	P51665
63533	P02679
29505	Q5TC12
55154	P30101
19282	P49703
20833	P34913
27681	Q8N257
11624	Q7Z2Q7
17165	Q13885
44264	P61009
60683	P69905
61309	Q9UGM3
49767	P08263
42684	P06733
15440	P49754
46119	Q16204
44255	Q6P3W7
60595	P52597
48856	Q31610
23560	P28065
6163	Q6ZQV5
55474	P30462
48319	P08238
28477	P07437
45859	Q15596
25600	Q13099
47693	P08253
50242	O14558
48732	P68871
36665	Q99878
9397	P62861
48986	P18462
17221	Q13509
33504	P20039
42689	Q9UJZ1
15538	P52788
24634	Q9Y2Y0
5037	P14923
24566	Q6ICG6
26651	Q9Y2L6
15325	Q15629
42749	P15153
51210	P25705
6129	Q96JG6
10049	Q96T58
27599	Q96PP9
44535	Q09161
55640	O00560
3846	P62714
22549	Q06455
50070	P04114
10092	Q9HBL0
11671	Q9H816
42408	Q9P2D1
12142	Q9C0F1
40202	Q86UD0
1215	Q13144
30252	Q9UK32
3816	Q4V9L6
53442	P46781
37997	Q9UHD8
56041	Q32MK0
5248	Q16891
60702	P06858
15309	P26599
55531	P46531
3610	Q53EP0
245	Q9H3R0
508	Q13418
40879	P05787
27841	Q9NWB1
38803	Q8NFJ9
61424	Q9Y241
26036	Q13627
444	O75762
30830	Q9P2W9
19234	P11171
36188	Q5U651
3182	P62195
28645	A2A2Y4
28191	Q92673
14088	Q13765
10401	Q8TBC5
11716	P62841
31909	P61009
15803	Q9BZK7
42887	Q00688
15521	P37173
61267	P05451
29387	Q93009
34231	Q9BRR9
36057	Q9Y2H1
1099	Q01484
29667	Q9P2W9
51462	Q969T9
45291	Q13315
29560	Q6ZWL3
2437	Q8TAM1
49337	Q8NHP8
52853	Q7Z4W1
9787	P30464
38272	P42679
11256	Q93079
89	O94875
12948	P30492
32242	Q15046
48242	Q9H0H5
20369	Q8N122
60929	Q13733
5232	Q8IWG1
21517	P55196
39309	Q9BQE5
4658	P35222
46263	Q9BXJ1
5753	Q96JI7
49949	P62891
63749	P30487
63853	P13796
6596	Q6IN85
8965	Q9NZ08
45748	P42575
8508	Q96LW9
23228	P13647
36662	Q14129
14474	O95248
40887	P14923
37414	Q12768
21200	P42336
19808	P62736
62860	P09104
6105	P14923
61034	P25705
19550	P68133
36497	P28072
32862	O75691
19516	Q7L523
64011	P0DMV9
26733	Q6ZNL6
29056	P35579
39841	P17987
32429	Q14324
52501	Q16778
41870	Q15629
27875	O14745
18825	P62736
29072	Q9BXN2
13492	P98082
22011	P30876
28653	Q8IZU8
31617	Q8TDW7
48547	P07148
10059	O94822
6588	P52743
57368	Q6UX65
117	P07900
22373	O95071
53895	Q9H0C2
334	P51692
1378	Q709C8
15086	P30622
12954	O94762
654	O75643
5619	Q8IX04
27599	Q8N8V2
3105	Q7L7X3
27788	Q13794
39266	Q8IVD9
55213	P57053
8093	P42229
20892	O00767
52075	Q9UQB8
49902	Q99878
11626	Q99460
32816	Q13418
62650	Q92743
40342	Q13185
58603	P08254
50426	P05141
12176	Q8WUM0
12641	P16104
25159	P21796
5860	Q14393
47940	Q8IVF2
46703	Q969U7
62430	Q08174
55329	P17948
24311	Q14697
23098	P55771
11714	Q12891
6205	Q32MQ0
46880	P30480
40259	O15228
1736	Q9NQX3
50672	P30043
18518	Q9UI12
47415	P60709
55426	P01023
2232	P30493
11617	Q9UJF2
12948	P30510
7194	Q9H6A0
10130	O15294
62316	P30501
61132	P02763
50641	P12236
51240	Q92747
7537	P34931
15951	Q9UPQ0
22235	Q8WZ42
10	P16188
45865	Q9H270
63495	P11142
31336	P24821
3586	Q9TNN7
1196	Q9UJU2
49072	P34931
54086	Q99623
4936	P07101
23125	Q6NUN9
52291	O75204
23680	O00422
48783	P63261
29603	Q8IY21
35449	Q96FE7
60120	P84243
7350	Q9BZJ0
28922	Q9NVI1
28271	P05091
63798	P06576
6813	O15169
41083	P49005
26047	Q16696
35015	O14531
51077	P01008
21201	Q9NZM1
20276	Q7L576
12412	O15031
28711	P15880
45384	P08195
16219	P36578
41127	Q69YN4
32113	Q9H221
49617	O60361
40832	P08579
10177	Q86VI3
14055	Q8WY91
34782	P63267
3806	O95678
51368	P17936
57588	P06396
9148	O94992
5597	P49902
25813	P29972
42432	Q71U36
50186	P30049
807	Q9UPY3
23679	P23527
16704	P04439
63360	P06681
22075	P30460
46471	Q8NB37
40347	Q09666
2384	B5ME19
13709	Q9H2E6
6443	Q9BZH6
38250	Q13045
29414	O94832
34707	P09496
17912	Q9P0S3
37163	P02671
61777	P23381
9521	P62736
39190	P12111
34871	Q6NYC1
62	Q6K0P9
28117	Q5JWF2
10534	Q9H6K1
41848	P30508
50704	P10412
362	P53618
50674	P13747
6135	O14787
61324	A5A3E0
34216	P01137
2053	Q53GT1
62693	Q92485
26430	Q13123
5213	O60239
19088	Q5JWF2
59471	Q9H6Y7
551	Q13868
44389	P08697
1515	P28161
40429	Q6S8J3
52773	Q00765
27522	O43809
41681	Q01740
20548	P43307
46062	O14756
24579	P30491
58627	Q7Z4F1
34832	P00451
36522	P42229
6588	Q6NSZ9
41467	O95714
58377	P04350
30964	Q15646
41242	Q02952
20725	P17661
61639	P38606
39108	P35579
51412	P01266
30891	Q8WTX7
11654	P68431
17420	P04275
2276	Q32P51
48994	A0A0C4DH32
34314	P08514
28638	O14520
46800	Q8N6Q8
3586	P30450
51846	P06576
24619	Q13477
29875	Q02750
40558	P49327
1943	P78347
1530	O75044
36013	P04114
23023	Q14210
63630	P55011
62813	P69905
54015	Q9Y4X1
62915	Q14515
37271	A0A0C4DH34
4793	Q96A65
23549	Q9Y3D8
2128	A0A075B6K4
11419	Q14C86
16476	P00325
2443	O95436
28607	P51553
2359	Q8N423
60166	P42892
32202	Q9Y520
7214	P53355
48909	P01903
27498	O60674
23950	P62736
41498	Q96B21
54102	Q9Y2I7
56940	O00161
104	P49753
63463	P63027
7005	Q06830
2827	P69905
14263	Q9HBI1
31195	P61024
50413	O60664
21153	Q92522
22163	Q8N1F7
56588	P10909
2273	Q9H3M7
53113	P01833
43635	P35916
50674	P18465
1584	Q08945
50865	Q9GZM7
7873	Q9BZW5
57246	Q9UDY2
27412	P06239
46748	A6NKT7
968	P06727
9734	O00507
53289	P01903
50160	P46777
54204	P16402
40	Q99608
58732	P04839
60797	P01033
3400	Q14204
56865	P30443
12813	P01579
56263	Q6UX06
626	P68371
62292	P30484
16249	Q8TCU4
34268	Q8N6I1
62583	P21589
39501	P09493
44618	Q70UQ0
6588	Q9UJN7
24970	Q6NZI2
7217	Q13200
57382	Q13228
43418	O43684
9073	P22001
59677	P07237
49018	P04433
26739	P30479
9767	Q13011
48951	P63261
9783	P04114
48541	Q31612
21766	Q13443
18703	Q8WWW0
9787	P13746
61125	P04080
56262	P10619
6512	Q96L73
18252	P08729
9237	P40189
27484	Q9UBU8
40941	Q16853
45643	O60675
12824	O95622
63920	P06681
7072	Q7Z7A4
57875	P02741
49898	P36542
1344	Q9Y2J2
36070	P38606
6296	Q6N021
12180	O75165
9787	Q29963
22167	Q00341
28706	Q9Y232
50173	P12235
54284	P05062
3846	O00743
12225	Q8TAQ2
1875	Q9NRH2
52206	P16671
31471	O60266
39294	O75116
22431	Q5SY16
2293	P11940
2594	Q29RF7
852	Q9UMR2
50197	Q9UBQ7
38292	Q9BTW9
20920	P63000
2817	A0A0C4DH69
40648	P35613
11187	Q9GZP0
33335	Q6FI13
7965	Q9Y5F0
11655	P51911
27900	Q9Y2Z0
47003	Q6K0P9
42611	P68871
23034	P30825
42394	Q9Y4G6
14188	O60749
52762	Q3LXA3
5187	P00403
16816	Q8WXG1
50764	Q5SR56
62717	O14672
45265	Q8NHP8
13866	O14980
5208	Q9NRR8
47161	P14317
23966	C4AMC7
27286	P38432
57255	B9A064
11421	Q14126
22361	P49792
19467	Q9NTX7
58071	P02741
40537	Q6XZF7
15606	O15381
37148	Q8NCM8
47093	P09497
31509	O60784
512	Q04828
50739	P69905
45288	P04792
55031	P55083
36523	P21583
147	P69905
13441	Q8WZ42
11200	P18848
47138	Q6NZI2
55938	P78509
62773	Q9GZQ8
53522	P06733
32676	P23743
45869	Q96IP4
32229	A6NI79
12117	P41226
36069	Q9HCE3
55978	P54760
7324	P12814
32456	Q9NYV4
16190	Q16880
23643	P78527
62580	P00736
63136	Q8WUJ3
50888	P13796
57494	P19320
38925	Q9H2H8
45256	P39019
10796	P61421
51208	P24539
23931	P14625
39603	P06858
14297	Q9BQJ4
26223	P30485
44455	Q92918
1569	Q9GZR7
44781	P28676
12733	P11171
26067	Q15751
63238	P20700
13601	P32456
28023	Q03001
63469	P04233
20234	Q5T089
33012	Q96FI4
59360	P30040
14878	Q03113
36113	Q8N3C0
54491	P50895
40753	P52306
3237	Q8NFD5
52584	P30049
58989	P35914
34654	Q9NYU1
24666	P49761
61008	P06733
40477	A6NHG4
24276	Q16777
52194	P14780
13361	Q9UBT6
6990	Q9Y2D5
59546	Q9Y5E6
44342	Q15643
11206	Q53EU6
35947	Q86YT5
54975	O95025
15157	Q63HN8
30734	Q08117
32117	Q96SZ6
58673	P80511
5855	Q99880
14133	P00738
2145	P25705
4779	P36269
52993	P16190
52905	P05534
56857	Q71U36
18698	Q9NYY8
57729	P01023
645	Q9Y255
24561	P55884
26502	A2RUB6
10306	P68871
64076	Q86X76
17441	P19013
27200	P30459
58279	Q92838
50759	P62829
29120	P84243
30508	O60231
45006	P08684
56304	Q2M385
39963	Q9UBS3
32991	Q92565
12311	P68032
33859	P20061
36080	Q9Y287
31744	Q12929
61458	P63261
36747	P22897
24220	Q9Y2S7
553	O60337
62999	P61960
35313	P22309
8508	Q14590
14203	Q9BX66
33696	Q8IYA7
64000	P01266
37082	P30685
43118	Q9H0G5
16467	P41279
41768	Q8NEZ5
17646	Q04917
28422	Q9NYS7
41630	P05937
38092	Q9UKA1
62633	Q14118
13801	Q9HA65
10328	P30488
34985	O43895
20066	Q12789
2518	P23229
34273	Q9BRG1
18117	Q9NW64
62893	P21860
6349	P02647
81	Q13115
7469	Q86TS9
26052	Q13045
40488	Q15678
16504	Q14764
51436	P01024
11477	Q15393
9114	Q00688
6841	Q6ZSZ5
23930	O43847
13007	P59665
57043	P68133
2818	P16190
37775	Q5JWR5
40309	P62736
44520	Q92484
38283	P78362
46796	Q99608
46598	P23396
30660	Q9BVA1
50871	P01031
55238	P18206
63790	O43927
61925	O43286
61630	O60462
47623	P07358
24636	O14772
22400	P0CG12
14732	P36405
59253	Q07954
25349	P30447
47864	Q8TCZ2
6588	Q6NX45
1238	P63010
56871	Q29865
55817	P63010
10	Q29836
10224	Q96K37
59258	P06744
49171	P00747
18648	Q6ZMZ3
42100	Q8IWL2
13923	P04440
27407	P12883
62707	Q9H8J5
19036	Q16531
30588	Q9UQ49
33155	P30414
6184	Q6UWU4
60328	Q15485
48522	P07148
39313	O60613
51190	P01624
50384	P12235
40308	P69905
26094	Q04695
56865	P13746
14529	Q8NBZ7
2862	P02647
36170	Q9GZR1
4596	Q969W8
63483	P02763
57276	P08865
5841	Q9Y6K5
16476	P07327
26591	Q07864
2492	Q9UJ41
62597	P30466
30227	P52569
4345	Q14126
31989	Q9BRI3
54339	P04406
37701	Q6ZT12
56967	P42025
15646	P49841
56131	Q32MK0
59426	O95436
3094	Q6IS14
52752	Q16851
4457	A0AVT1
15577	Q6XE24
44937	Q16777
32886	Q969T4
59113	P07686
20858	A7KAX9
15168	P15880
24221	P33993
62492	O14672
7003	O95470
17413	Q5TFQ8
51749	P17612
24853	P34810
9447	Q9BVA1
28566	Q16877
58836	P22894
10162	P51858
62726	P33151
30519	Q9NR09
52819	P35232
1259	Q7Z3J3
149	P78347
3093	P07305
45127	Q9UPZ3
33816	Q13772
25768	Q16772
48857	P01763
23413	P10644
16592	Q5VU43
56595	P04114
14772	P31321
60082	P07737
32751	O00159
387	P68032
22704	O75815
16120	Q96FQ6
52993	P30453
6426	Q9H8L6
3333	P42025
48855	P01764
16060	Q9Y5P6
35033	Q9HAU8
33092	Q9BYG8
30217	P01266
43952	P07478
4925	Q9P2F8
23306	Q8WZ42
2081	P48741
47583	Q8IXX5
50360	Q13423
56474	P27348
26382	Q9NZ63
60211	O14498
41818	P09012
13154	Q14195
19203	Q9Y4A5
32031	Q8NCW6
918	P63261
11571	Q9H7D0
26434	P29144
37608	Q8ND83
48847	P30740
62467	Q9H993
47866	O15539
38217	Q96ST3
10511	O43390
15190	P05091
59537	P01767
16783	P42330
272	P30486
23176	Q01581
3973	P13010
42895	Q9UPX8
63634	P30487
59086	O95372
5772	P54727
46697	O60506
17503	A6NMY6
21003	P37173
20854	Q68CJ9
7108	Q7Z6E9
6067	O00303
20167	P68032
58420	P04275
52178	P62851
23180	Q14966
24204	Q9UBB4
40844	P35900
49079	Q00839
11944	P43246
42300	Q9Y623
1244	P42330
1143	Q8N556
48673	Q29963
9881	Q9ULG6
15588	Q9H422
7336	Q7RTY1
51431	O75976
41820	Q92834
16671	Q86UD1
23740	Q96EV8
34377	Q15021
43174	Q15155
24595	P16144
49459	P0DOX7
16596	Q9BSE5
62911	P0C0L5
44999	P42785
7630	Q9UKV3
20679	P48730
3115	Q14258
34696	P07437
8925	Q8TE77
44040	P29122
51199	O75947
30938	O75843
37641	Q04759
44016	Q9Y5S2
47895	P41212
47521	Q9H422
26061	Q6NSJ5
22075	P30490
62569	P30487
59351	P19823
20917	Q9UK99
34475	P25205
35566	P20073
57633	P00338
53449	P02042
42483	P11387
16997	Q6P3V2
26538	Q7LFL8
55262	Q92538
41864	Q9BXP2
63915	P06681
19324	P00326
30041	P51571
5207	Q86V24
45782	O95976
48712	P68036
14744	Q9BTA0
51875	P01903
28416	P19387
4056	P46109
4905	Q14681
63209	Q12913
36150	Q16854
33788	O75290
47428	P48448
15358	Q9H211
49403	P55899
25047	Q9NYU1
50175	P05141
52792	Q9BQE3
42436	P01892
16514	P16662
62902	P14410
25349	P30498
7545	P16188
19276	Q9Y5P3
5587	O60462
27657	Q96CW5
48666	P16190
21917	Q9Y6D6
54233	Q00610
58270	P21291
50900	P30486
39773	Q00610
8508	Q9Y6Q3
30065	P0DP24
2402	Q01740
32908	Q5JTH9
17366	P04183
4450	P25205
57856	O95372
49839	P08253
1364	Q9BXM0
55915	Q9BTM1
16130	P38606
4655	Q00610
13304	Q6IC98
2818	P18462
55948	O60477
44387	P63267
40718	P63146
42352	Q9ULJ6
22943	Q693B1
43809	Q9Y3T6
4657	Q9P2B7
39671	Q5HYA8
14141	Q03135
57892	P10619
33149	P02671
25861	Q8WZ42
16254	Q9NSD5
39289	Q00341
3586	P30479
12953	O15218
40161	Q96FW1
8670	Q2M385
62021	P62736
47321	O75923
48133	O75369
51112	P07225
37327	Q9BZF9
34012	P31350
18734	P12235
18702	P57054
36507	Q9BX51
16134	Q9Y5K6
2818	P30457
28223	Q6YP21
1027	P01024
196	Q96JP2
55043	Q12864
58572	P04114
4385	Q13263
16300	O14832
61723	Q4VC31
41178	P02538
29357	B5ME19
47146	Q6PI26
50169	P12235
39189	O95382
10234	P15559
56537	P25391
32917	Q05707
18957	Q96K21
57162	P68104
12948	P30443
46661	P42858
42432	Q6PEY2
29634	P48200
13797	Q14966
47709	Q8N392
11742	P62266
27608	Q8IZT6
30059	P15311
56776	P0CG04
1307	Q9Y6J0
2997	Q01082
25364	Q93050
34267	O60238
40534	Q02363
11251	Q9Y5U8
43574	Q92565
8990	Q9NZ09
10019	Q02952
23077	P08240
22137	Q5JXC2
33341	P01266
34821	P16671
32415	Q9Y4F9
23955	P09601
39777	P52657
3229	P35658
60625	P11586
60038	Q92522
7298	P50851
53610	Q16778
17204	P30460
27655	Q6ZT62
49902	P16104
63552	P30498
57983	P10619
58663	P09848
22136	P19878
29004	Q9BZZ5
46830	O43524
28598	Q9H4H8
49518	P62829
18261	Q3SXM5
28818	P26038
60144	P05155
32010	Q8NCW6
63312	Q9H756
41643	P10398
30498	Q14643
25023	Q96PU8
44882	Q9NXC5
20140	Q8TDP1
58465	Q01524
5479	P05060
17114	P29536
28905	P12235
25982	Q7Z388
34974	Q14008
63655	P0C0L5
42313	Q8WZ42
41931	Q09666
27373	Q9BQE4
33244	Q9UPP1
62343	P16189
42534	P01019
14629	Q93099
18513	P16234
32683	P08133
36388	Q9Y3I0
16946	P07305
61185	Q6ZU64
12352	P39019
23550	Q00610
53426	Q9H3G5
47329	Q07864
9340	Q13454
41848	P30499
62315	Q08174
29032	P14866
53124	P17301
36610	Q96Q15
28239	Q96D09
40662	P63261
10140	Q07020
14670	P07996
8538	Q96KM6
279	Q96A58
47936	Q6ISB3
808	O94875
59524	P20908
24579	P04439
28734	Q9BZQ6
31280	P62333
55516	P60709
56453	P16435
7053	Q8WTW4
6310	Q9Y2F5
61919	P01031
19529	Q8NBU5
20065	O43617
20666	O60488
19450	O75891
14365	Q13185
38475	P02686
52422	Q13501
38258	O00754
35741	Q9H9A6
50674	P30492
42842	Q08345
28891	P12277
4156	P60709
2670	Q09666
40266	O95714
51022	O00299
18936	Q16850
5681	P06396
8981	Q9UHI7
33087	P48723
25249	P55795
58220	P42785
9787	P30495
6877	O00499
31098	Q86YS7
8365	P07996
12130	P01019
63827	P60709
3825	Q9Y230
52700	Q15043
12542	P19012
44368	Q9H0C5
32618	O94868
3586	Q31610
37746	P09601
39712	P53675
9117	Q14149
41539	P30260
62360	Q29865
19357	Q92538
32084	P10620
5173	P05108
4789	P98160
26930	O95433
53661	P20671
19770	P35579
12684	O94919
6588	Q96MR9
20153	P42704
52099	P05164
2232	P18465
44312	P07099
29657	Q9P2J8
30126	O95197
19735	P23527
12744	O75881
20752	P41219
731	P04114
48725	P34931
15218	P50395
13354	P19256
56318	Q9P2B2
26910	P14625
7511	O43684
23030	P49419
26887	P05198
42869	O43236
36931	Q00G26
50686	P12259
23733	O43776
8305	P35749
63416	P09210
45387	Q96SB3
14314	P12236
59502	A6NMY6
27735	O75525
30272	Q9BZQ8
35061	Q6PIJ6
61592	Q9BSE5
59352	O94769
